Elapsed Time (Seconds)	Summed Intensity (Pixel Intensity)
0.000000e+00	2.220984e+06
5.000000e-02	2.216115e+06
1.010000e-01	2.225195e+06
1.510000e-01	2.215480e+06
2.010000e-01	2.221807e+06
2.510000e-01	2.219981e+06
3.030000e-01	2.227072e+06
3.510000e-01	2.224140e+06
4.010000e-01	2.226023e+06
4.510000e-01	2.225523e+06
5.020000e-01	2.222249e+06
5.510000e-01	2.220121e+06
6.010000e-01	2.221324e+06
6.520000e-01	2.228716e+06
7.020000e-01	2.224407e+06
7.520000e-01	2.228746e+06
8.020000e-01	2.217689e+06
8.520000e-01	2.231174e+06
9.020000e-01	2.222836e+06
9.530000e-01	2.231184e+06
1.003000e+00	2.226826e+06
1.052000e+00	2.235051e+06
1.102000e+00	2.222081e+06
1.156000e+00	2.221895e+06
1.202000e+00	2.222166e+06
1.252000e+00	2.228694e+06
1.303000e+00	2.230023e+06
1.353000e+00	2.226305e+06
1.403000e+00	2.219738e+06
1.453000e+00	2.228800e+06
1.503000e+00	2.229241e+06
1.554000e+00	2.224066e+06
1.604000e+00	2.228285e+06
1.654000e+00	2.221776e+06
1.704000e+00	2.230240e+06
1.754000e+00	2.227293e+06
1.804000e+00	2.226156e+06
1.854000e+00	2.230604e+06
1.904000e+00	2.229668e+06
1.955000e+00	2.220922e+06
2.005000e+00	2.224272e+06
2.054000e+00	2.226710e+06
2.104000e+00	2.231169e+06
2.155000e+00	2.231990e+06
2.206000e+00	2.227421e+06
2.254000e+00	2.178809e+06
2.305000e+00	2.180639e+06
2.355000e+00	2.184805e+06
2.405000e+00	2.188502e+06
2.455000e+00	2.200775e+06
2.520000e+00	2.195231e+06
2.555000e+00	2.209164e+06
2.605000e+00	2.197408e+06
2.655000e+00	2.213746e+06
2.705000e+00	2.207121e+06
2.755000e+00	2.211876e+06
2.806000e+00	2.204168e+06
2.855000e+00	2.213764e+06
2.906000e+00	2.204091e+06
2.956000e+00	2.215117e+06
3.008000e+00	2.206234e+06
3.056000e+00	2.212203e+06
3.107000e+00	2.212016e+06
3.157000e+00	2.208057e+06
3.207000e+00	2.213427e+06
3.257000e+00	2.174360e+06
3.307000e+00	2.173055e+06
3.357000e+00	2.171496e+06
3.407000e+00	2.187173e+06
3.457000e+00	2.182716e+06
3.507000e+00	2.202977e+06
3.557000e+00	2.190140e+06
3.607000e+00	2.195576e+06
3.657000e+00	2.196592e+06
3.707000e+00	2.202747e+06
3.757000e+00	2.205348e+06
3.807000e+00	2.202329e+06
3.858000e+00	2.206274e+06
3.908000e+00	2.205470e+06
3.958000e+00	2.208179e+06
4.008000e+00	2.205064e+06
4.058000e+00	2.204637e+06
4.108000e+00	2.206308e+06
4.159000e+00	2.212209e+06
4.208000e+00	2.203868e+06
4.258000e+00	2.159248e+06
4.309000e+00	2.156871e+06
4.358000e+00	2.177948e+06
4.409000e+00	2.184179e+06
4.459000e+00	2.190952e+06
4.509000e+00	2.180240e+06
4.559000e+00	2.194478e+06
4.609000e+00	2.194576e+06
4.660000e+00	2.198033e+06
4.710000e+00	2.195350e+06
4.760000e+00	2.190876e+06
4.809000e+00	2.189934e+06
4.860000e+00	2.197569e+06
4.910000e+00	2.204410e+06
4.960000e+00	2.194910e+06
5.010000e+00	2.213187e+06
5.060000e+00	2.195136e+06
5.110000e+00	2.207773e+06
5.160000e+00	2.200499e+06
5.210000e+00	2.214853e+06
5.260000e+00	2.151709e+06
5.311000e+00	2.164206e+06
5.361000e+00	2.167011e+06
5.410000e+00	2.171899e+06
5.461000e+00	2.183404e+06
5.511000e+00	2.188497e+06
5.561000e+00	2.189767e+06
5.611000e+00	2.191597e+06
5.661000e+00	2.192257e+06
5.711000e+00	2.191097e+06
