Elapsed Time (Seconds)	Centroid Row (Pixels)
0.000000e+00	1.614922e+02
5.000000e-02	1.614808e+02
1.000000e-01	1.614858e+02
1.500000e-01	1.614691e+02
2.010000e-01	1.614730e+02
2.500000e-01	1.615136e+02
3.010000e-01	1.614854e+02
3.520000e-01	1.614680e+02
4.010000e-01	1.615048e+02
4.510000e-01	1.614940e+02
5.010000e-01	1.614786e+02
5.510000e-01	1.614574e+02
6.010000e-01	1.614707e+02
6.510000e-01	1.614959e+02
7.020000e-01	1.614565e+02
7.520000e-01	1.614867e+02
8.010000e-01	1.614814e+02
8.530000e-01	1.614992e+02
9.020000e-01	1.614683e+02
9.510000e-01	1.614846e+02
1.002000e+00	1.614537e+02
1.052000e+00	1.614808e+02
1.102000e+00	1.614701e+02
1.152000e+00	1.614780e+02
1.202000e+00	1.614945e+02
1.252000e+00	1.614863e+02
1.302000e+00	1.614710e+02
1.352000e+00	1.614533e+02
1.402000e+00	1.614770e+02
1.453000e+00	1.614706e+02
1.503000e+00	1.614543e+02
1.553000e+00	1.614648e+02
1.603000e+00	1.614782e+02
1.653000e+00	1.614611e+02
1.703000e+00	1.614567e+02
1.754000e+00	1.614529e+02
1.804000e+00	1.614753e+02
1.854000e+00	1.614666e+02
1.904000e+00	1.614735e+02
1.956000e+00	1.614580e+02
2.006000e+00	1.614701e+02
2.054000e+00	1.614676e+02
2.106000e+00	1.614670e+02
2.154000e+00	1.614614e+02
2.204000e+00	1.614957e+02
2.254000e+00	1.614814e+02
2.304000e+00	1.614675e+02
2.355000e+00	1.615061e+02
2.408000e+00	1.614692e+02
2.455000e+00	1.622698e+02
2.504000e+00	1.613258e+02
2.555000e+00	1.611060e+02
2.605000e+00	1.611326e+02
2.655000e+00	1.612179e+02
2.705000e+00	1.613221e+02
2.757000e+00	1.613847e+02
2.805000e+00	1.614285e+02
2.855000e+00	1.614384e+02
2.905000e+00	1.614563e+02
2.955000e+00	1.614429e+02
3.006000e+00	1.614666e+02
3.055000e+00	1.614533e+02
3.106000e+00	1.614470e+02
3.156000e+00	1.614810e+02
3.206000e+00	1.614743e+02
3.256000e+00	1.614581e+02
3.306000e+00	1.614593e+02
3.356000e+00	1.614995e+02
3.407000e+00	1.614926e+02
3.457000e+00	1.623412e+02
3.507000e+00	1.612760e+02
3.557000e+00	1.611368e+02
3.607000e+00	1.611744e+02
3.657000e+00	1.612234e+02
3.708000e+00	1.613429e+02
3.757000e+00	1.614083e+02
3.808000e+00	1.614132e+02
3.857000e+00	1.614521e+02
3.907000e+00	1.614439e+02
3.958000e+00	1.614749e+02
4.007000e+00	1.614903e+02
4.058000e+00	1.614797e+02
4.108000e+00	1.614882e+02
4.157000e+00	1.614824e+02
4.207000e+00	1.615052e+02
4.258000e+00	1.614844e+02
4.308000e+00	1.614867e+02
4.358000e+00	1.614926e+02
4.408000e+00	1.614872e+02
4.458000e+00	1.624170e+02
4.509000e+00	1.612120e+02
4.558000e+00	1.611504e+02
4.609000e+00	1.611795e+02
4.659000e+00	1.612645e+02
4.708000e+00	1.613483e+02
4.758000e+00	1.613911e+02
4.809000e+00	1.614362e+02
4.859000e+00	1.614801e+02
4.909000e+00	1.614798e+02
4.959000e+00	1.614585e+02
5.010000e+00	1.615136e+02
5.059000e+00	1.615150e+02
5.109000e+00	1.614877e+02
5.159000e+00	1.614809e+02
5.210000e+00	1.614984e+02
5.260000e+00	1.615176e+02
5.310000e+00	1.614930e+02
5.360000e+00	1.614948e+02
5.410000e+00	1.615605e+02
5.461000e+00	1.624134e+02
5.511000e+00	1.611949e+02
5.561000e+00	1.611472e+02
5.610000e+00	1.611826e+02
5.661000e+00	1.612577e+02
5.711000e+00	1.613808e+02
5.761000e+00	1.614205e+02
5.811000e+00	1.614653e+02
5.861000e+00	1.614684e+02
5.911000e+00	1.614825e+02
5.962000e+00	1.614886e+02
6.012000e+00	1.615023e+02
6.062000e+00	1.615056e+02
6.112000e+00	1.614976e+02
6.162000e+00	1.615094e+02
6.211000e+00	1.615317e+02
6.262000e+00	1.615113e+02
6.312000e+00	1.615224e+02
6.362000e+00	1.615265e+02
6.412000e+00	1.615382e+02
6.462000e+00	1.624679e+02
6.512000e+00	1.612163e+02
6.562000e+00	1.611411e+02
6.623000e+00	1.612112e+02
6.662000e+00	1.612885e+02
6.712000e+00	1.613743e+02
6.763000e+00	1.613967e+02
6.813000e+00	1.614843e+02
6.863000e+00	1.614934e+02
6.913000e+00	1.615092e+02
6.963000e+00	1.614909e+02
7.014000e+00	1.615072e+02
7.064000e+00	1.615109e+02
7.114000e+00	1.615119e+02
7.164000e+00	1.615139e+02
7.214000e+00	1.615599e+02
7.264000e+00	1.615450e+02
7.314000e+00	1.615300e+02
7.364000e+00	1.615441e+02
7.414000e+00	1.615325e+02
7.464000e+00	1.624834e+02
7.514000e+00	1.612051e+02
7.569000e+00	1.611479e+02
7.614000e+00	1.612090e+02
7.666000e+00	1.612900e+02
7.714000e+00	1.613923e+02
7.765000e+00	1.614381e+02
7.816000e+00	1.614793e+02
7.865000e+00	1.614872e+02
7.915000e+00	1.614967e+02
7.965000e+00	1.615126e+02
8.015000e+00	1.615154e+02
8.065000e+00	1.615236e+02
8.115000e+00	1.614974e+02
8.165000e+00	1.615363e+02
8.216000e+00	1.615371e+02
8.266000e+00	1.615493e+02
8.316000e+00	1.615492e+02
8.366000e+00	1.615450e+02
8.416000e+00	1.615327e+02
8.466000e+00	1.625186e+02
8.525000e+00	1.612143e+02
8.567000e+00	1.612039e+02
8.617000e+00	1.612012e+02
8.666000e+00	1.612962e+02
8.716000e+00	1.614013e+02
8.766000e+00	1.614504e+02
8.817000e+00	1.615089e+02
8.867000e+00	1.614806e+02
8.917000e+00	1.615322e+02
8.969000e+00	1.615231e+02
9.017000e+00	1.615151e+02
9.067000e+00	1.615435e+02
9.117000e+00	1.615278e+02
9.167000e+00	1.615418e+02
9.217000e+00	1.615557e+02
9.268000e+00	1.615510e+02
9.318000e+00	1.615255e+02
9.368000e+00	1.615778e+02
9.418000e+00	1.615339e+02
9.468000e+00	1.625665e+02
9.518000e+00	1.611984e+02
9.568000e+00	1.612224e+02
9.618000e+00	1.611934e+02
9.668000e+00	1.612814e+02
9.719000e+00	1.613880e+02
9.768000e+00	1.614403e+02
9.819000e+00	1.614793e+02
9.868000e+00	1.615227e+02
9.919000e+00	1.615177e+02
9.969000e+00	1.615128e+02
1.001900e+01	1.615524e+02
1.006900e+01	1.615498e+02
1.011900e+01	1.615318e+02
1.016900e+01	1.615552e+02
1.021900e+01	1.615850e+02
1.026900e+01	1.615591e+02
1.032300e+01	1.615516e+02
1.036900e+01	1.615464e+02
1.042000e+01	1.615866e+02
1.046900e+01	1.624807e+02
1.052000e+01	1.612200e+02
1.057000e+01	1.612139e+02
1.062000e+01	1.612561e+02
1.067000e+01	1.613313e+02
1.072000e+01	1.613980e+02
1.077000e+01	1.614504e+02
1.082000e+01	1.615161e+02
1.087000e+01	1.615187e+02
1.092100e+01	1.615135e+02
1.097100e+01	1.615309e+02
1.102100e+01	1.615248e+02
1.107000e+01	1.615611e+02
1.112100e+01	1.615420e+02
1.117100e+01	1.615521e+02
1.122100e+01	1.615782e+02
1.127100e+01	1.615716e+02
1.132100e+01	1.615745e+02
1.137200e+01	1.615661e+02
1.142200e+01	1.615583e+02
1.147100e+01	1.624646e+02
1.152100e+01	1.612417e+02
1.157200e+01	1.612100e+02
1.162200e+01	1.612425e+02
1.167100e+01	1.613379e+02
1.172200e+01	1.614256e+02
1.177200e+01	1.614674e+02
1.182200e+01	1.615370e+02
1.187300e+01	1.615371e+02
1.192700e+01	1.615663e+02
1.197300e+01	1.615583e+02
1.202200e+01	1.615846e+02
1.207200e+01	1.615863e+02
1.212300e+01	1.615918e+02
1.217300e+01	1.615910e+02
1.222400e+01	1.615897e+02
1.227200e+01	1.615870e+02
1.232500e+01	1.615732e+02
1.237600e+01	1.615863e+02
1.242300e+01	1.615848e+02
1.247300e+01	1.624455e+02
1.252300e+01	1.612564e+02
1.257300e+01	1.612368e+02
1.262400e+01	1.612803e+02
1.267400e+01	1.613733e+02
1.272400e+01	1.614471e+02
1.277400e+01	1.615007e+02
1.282400e+01	1.615331e+02
1.287400e+01	1.615461e+02
1.292400e+01	1.615662e+02
1.297400e+01	1.615654e+02
1.302500e+01	1.615991e+02
1.307500e+01	1.616123e+02
1.312400e+01	1.615826e+02
1.317500e+01	1.615945e+02
1.322500e+01	1.616154e+02
1.327500e+01	1.616135e+02
1.332600e+01	1.616102e+02
1.337500e+01	1.616098e+02
1.342500e+01	1.616108e+02
1.347500e+01	1.624535e+02
1.352500e+01	1.612477e+02
1.357600e+01	1.612559e+02
1.362600e+01	1.613088e+02
1.367500e+01	1.613562e+02
1.372600e+01	1.614572e+02
1.377600e+01	1.615012e+02
1.382600e+01	1.615458e+02
1.387600e+01	1.615970e+02
1.392600e+01	1.615927e+02
1.397600e+01	1.615771e+02
1.402700e+01	1.616234e+02
1.407700e+01	1.616189e+02
1.412600e+01	1.616179e+02
1.417700e+01	1.616039e+02
1.422600e+01	1.616192e+02
1.427700e+01	1.616082e+02
1.432700e+01	1.615934e+02
1.437700e+01	1.616177e+02
1.443000e+01	1.616141e+02
1.447700e+01	1.625168e+02
1.452700e+01	1.612667e+02
1.457800e+01	1.612953e+02
1.462700e+01	1.612952e+02
1.467800e+01	1.613927e+02
1.472700e+01	1.614705e+02
1.477800e+01	1.615524e+02
1.482800e+01	1.615695e+02
1.487800e+01	1.616071e+02
1.492800e+01	1.615669e+02
1.497800e+01	1.616062e+02
1.502800e+01	1.616196e+02
1.507800e+01	1.616234e+02
1.512900e+01	1.616297e+02
1.517900e+01	1.616503e+02
1.522800e+01	1.616310e+02
1.527900e+01	1.616283e+02
1.532900e+01	1.616331e+02
1.537900e+01	1.616111e+02
1.542900e+01	1.616312e+02
1.547900e+01	1.624735e+02
1.552900e+01	1.612965e+02
1.558000e+01	1.612566e+02
1.563000e+01	1.613384e+02
1.567900e+01	1.613941e+02
1.572900e+01	1.614865e+02
1.577900e+01	1.615539e+02
1.582900e+01	1.615912e+02
1.588000e+01	1.615906e+02
1.593000e+01	1.615955e+02
1.598000e+01	1.616045e+02
1.603000e+01	1.616467e+02
1.608000e+01	1.616265e+02
1.613000e+01	1.616376e+02
1.618000e+01	1.616304e+02
1.623000e+01	1.616029e+02
1.628100e+01	1.616695e+02
1.633100e+01	1.616261e+02
1.638000e+01	1.616414e+02
1.643300e+01	1.616410e+02
1.648100e+01	1.624539e+02
1.653100e+01	1.613038e+02
1.658100e+01	1.613170e+02
1.663100e+01	1.612991e+02
1.668100e+01	1.614433e+02
1.673100e+01	1.615301e+02
1.678200e+01	1.615503e+02
1.683200e+01	1.615999e+02
1.688200e+01	1.616229e+02
1.693200e+01	1.616312e+02
1.698200e+01	1.615980e+02
1.703200e+01	1.616653e+02
1.708200e+01	1.616404e+02
1.713200e+01	1.616251e+02
1.718200e+01	1.616350e+02
1.723200e+01	1.616467e+02
1.728300e+01	1.616567e+02
1.733200e+01	1.616411e+02
1.738200e+01	1.616323e+02
1.743300e+01	1.616710e+02
1.748300e+01	1.624393e+02
1.753300e+01	1.612923e+02
1.758300e+01	1.612991e+02
1.763300e+01	1.613412e+02
1.768300e+01	1.614580e+02
1.773400e+01	1.615465e+02
1.778300e+01	1.615952e+02
1.783400e+01	1.616031e+02
1.788400e+01	1.616251e+02
1.793400e+01	1.616076e+02
1.798400e+01	1.616257e+02
1.803300e+01	1.616563e+02
1.808400e+01	1.616406e+02
1.813500e+01	1.616607e+02
1.818400e+01	1.616331e+02
1.823400e+01	1.616485e+02
1.828400e+01	1.616428e+02
1.833500e+01	1.616467e+02
1.838400e+01	1.616482e+02
1.843500e+01	1.617026e+02
1.848500e+01	1.623828e+02
1.853400e+01	1.612726e+02
1.858500e+01	1.613142e+02
1.863500e+01	1.613441e+02
1.868500e+01	1.614605e+02
1.873500e+01	1.615351e+02
1.878500e+01	1.615634e+02
1.883500e+01	1.616336e+02
1.888500e+01	1.616363e+02
1.893500e+01	1.616202e+02
1.898600e+01	1.616285e+02
1.903500e+01	1.616338e+02
1.908500e+01	1.616533e+02
1.913600e+01	1.616550e+02
1.918600e+01	1.616380e+02
1.923600e+01	1.616749e+02
1.928700e+01	1.616380e+02
1.933600e+01	1.616489e+02
1.938600e+01	1.616512e+02
1.943600e+01	1.618106e+02
1.948600e+01	1.622905e+02
1.953600e+01	1.613057e+02
1.958700e+01	1.612703e+02
1.963700e+01	1.613365e+02
1.968700e+01	1.614475e+02
1.973700e+01	1.615306e+02
1.978900e+01	1.616132e+02
1.983700e+01	1.616002e+02
1.988700e+01	1.616286e+02
1.993700e+01	1.616302e+02
1.998700e+01	1.616258e+02
2.003700e+01	1.616345e+02
2.008700e+01	1.616485e+02
2.013700e+01	1.616519e+02
2.018800e+01	1.616725e+02
2.023800e+01	1.616577e+02
2.028700e+01	1.616579e+02
2.033900e+01	1.616514e+02
2.038800e+01	1.616727e+02
2.043900e+01	1.619193e+02
2.048900e+01	1.621556e+02
2.053900e+01	1.612920e+02
2.058900e+01	1.613109e+02
2.063900e+01	1.613743e+02
2.068900e+01	1.614563e+02
2.073900e+01	1.615343e+02
2.078900e+01	1.615640e+02
2.084100e+01	1.616269e+02
2.088900e+01	1.616472e+02
2.093900e+01	1.616223e+02
2.098900e+01	1.616576e+02
2.104000e+01	1.616747e+02
2.109000e+01	1.616461e+02
2.113900e+01	1.616449e+02
2.118900e+01	1.616668e+02
2.124300e+01	1.616724e+02
2.129000e+01	1.616667e+02
2.134100e+01	1.616327e+02
2.139000e+01	1.616607e+02
2.144000e+01	1.619871e+02
2.149100e+01	1.620550e+02
2.154000e+01	1.612816e+02
2.159100e+01	1.612930e+02
2.164100e+01	1.613650e+02
2.169000e+01	1.614569e+02
2.174100e+01	1.615321e+02
2.179100e+01	1.615710e+02
2.184000e+01	1.615946e+02
2.189100e+01	1.616290e+02
2.194100e+01	1.616584e+02
2.199100e+01	1.616391e+02
2.204200e+01	1.616390e+02
2.209100e+01	1.616502e+02
2.214200e+01	1.616187e+02
2.219200e+01	1.616284e+02
2.224100e+01	1.616636e+02
2.229200e+01	1.616531e+02
2.234100e+01	1.616549e+02
2.239200e+01	1.616410e+02
2.244200e+01	1.620575e+02
2.249200e+01	1.619845e+02
2.254200e+01	1.612681e+02
2.259200e+01	1.613029e+02
2.264500e+01	1.613534e+02
2.269300e+01	1.614927e+02
2.274200e+01	1.615297e+02
2.279300e+01	1.615726e+02
2.284300e+01	1.616079e+02
2.289300e+01	1.616115e+02
2.294200e+01	1.616235e+02
2.299300e+01	1.616384e+02
2.304300e+01	1.616367e+02
2.309600e+01	1.616270e+02
2.314300e+01	1.616330e+02
2.319300e+01	1.616444e+02
2.324300e+01	1.616562e+02
2.329300e+01	1.616481e+02
2.334400e+01	1.616196e+02
2.339300e+01	1.616599e+02
2.344400e+01	1.621354e+02
2.349400e+01	1.618695e+02
2.354400e+01	1.612998e+02
2.359500e+01	1.613166e+02
2.364400e+01	1.613737e+02
2.369500e+01	1.614644e+02
2.374400e+01	1.615389e+02
2.379500e+01	1.615915e+02
2.384400e+01	1.616115e+02
2.389500e+01	1.616214e+02
2.394500e+01	1.616066e+02
2.399500e+01	1.616375e+02
2.404400e+01	1.616281e+02
2.409600e+01	1.616303e+02
2.414500e+01	1.616441e+02
2.419600e+01	1.616408e+02
2.424500e+01	1.616346e+02
2.429500e+01	1.616548e+02
2.434600e+01	1.616456e+02
2.439500e+01	1.616438e+02
2.444500e+01	1.621915e+02
2.449600e+01	1.618341e+02
2.454600e+01	1.612894e+02
2.459600e+01	1.613107e+02
2.464600e+01	1.613657e+02
2.469600e+01	1.614692e+02
2.474600e+01	1.615330e+02
2.479700e+01	1.615563e+02
2.484600e+01	1.615913e+02
2.489600e+01	1.616001e+02
